"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.126203277056165,58,""The air bites shrewdly";" it is very cold."",""So please you, something touching the Lord Hamlet.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.390642281684958,288,""Nay, do not think I flatter, For what advancement may I hope from thee That no revenue hast but thy good spirits To feed and clothe thee?"",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.477604747523784,289,""Why should the poor be flattered?"",""Their perfume lost, Take these again, for to the noble mind Rich gifts wax poor when givers prove unkind.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.343154872557863,290,""No, let the candied tongue lick absurd pomp And crook the pregnant hinges of the knee Where thrift may follow fawning."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.490445597310415,291,""Since my dear soul was mistress of her choice And could of men distinguish, her election Hath sealed thee for herself."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.451057204831199,292,""For thou hast been As one in suffering all that suffers nothing, A man that Fortune's buffets and rewards Hast ta'en with equal thanks";" and blessed are those Whose blood and judgment are so well commeddled That they are not a pipe for Fortune's finger To sound what stop she please."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.524189684523664,293,""Give me that man That is not passion's slave, and I will wear him In my heart's core, ay, in my heart of heart, As I do thee.-Something too much of this.- There is a play tonight before the King."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.516129739712463,294,""One scene of it comes near the circumstance Which I have told thee of my father's death."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.501153405041122,295,""I prithee, when thou seest that act afoot, Even with the very comment of thy soul Observe my uncle."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.39702899469726,296,""If his occulted guilt Do not itself unkennel in one speech, It is a damnèd ghost that we have seen, And my imaginations are as foul As Vulcan's stithy."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.541720309665955,297,""Give him heedful note, For I mine eyes will rivet to his face, And, after, we will both our judgments join In censure of his seeming."",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.218690706910763,298,""They are coming to the play."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.234413587066832,299,""I must be idle.Get you a place."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.335542641826949,300,""Excellent, i' faith, of the chameleon's dish."",""I was the more deceived.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.28346819430832,301,""Ieat the air, promise-crammed."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.376095477403484,302,""My lord, youplayed once i' th' university, you say?"",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.283475709829022,303,""It was a brute part of him to kill so capital acalf there.-Be the players ready?"",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.386875037217976,304,""Lady, shall I lie in your lap?"",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.37560535584908,305,""I mean, my head upon your lap?"",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.152416342927631,306,""Do you think I meant country matters?"",""Indeed, my lord, you made me believe so.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.337966956111111,307,""That's a fair thought to lie between maids'legs."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.28904656215791,308,""O God, your only jig-maker."",""Indeed, my lord, you made me believe so.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.517381312095103,309,""What should aman do but be merry?"",""You are merry, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.358454814786745,310,""For look you how cheerfullymy mother looks, and my father died within 's twohours."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.293848443942363,311,""Nay, then, let the devil wear black,for I'll have a suit of sables."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.448512214334323,312,""O heavens, die twomonths ago, and not forgotten yet?"",""Nay, 'tis twice two months, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.31853465698319,313,""Then there'shope a great man's memory may outlive his life halfa year."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.41813547046238,314,""But, by 'r Lady, he must build churches, then,or else shall he suffer not thinking on, with thehobby-horse, whose epitaph is ""For oh, for oh, thehobby-horse is forgot."""",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.297046453460682,315,""Marry, this is miching mallecho."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.381837251761329,316,""We shall know by this fellow."",""I do not know, my lord, what I should think.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.240618724147499,317,""The playerscannot keep counsel";" they'll tell all."",""Belike this show imports the argument of theplay.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.429370942942296,318,""Ay, or any show that you will show him."",""Will he tell us what this show meant?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.400691590619114,319,""Benot you ashamed to show, he'll not shame to tell youwhat it means."",""Will he tell us what this show meant?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.301331791229828,320,""Is this a prologue or the posy of a ring?"",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.30612320525677,321,""If she should break it now!"",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.435847427623728,322,""Madam, how like you this play?"",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.36146247221382,323,""O, but she'll keep her word."",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.214983455249714,324,""No, no, they do but jest, poison in jest."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.28784788991861,325,""Tropically.This play is the image of a murder done in Vienna.Gonzago is the duke's name, his wife Baptista."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.314983452607019,326,""'Tis a knavish piece of work, butwhat of that?"",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.354453053928578,327,""Your Majesty and we that have freesouls, it touches us not."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.317571355639039,328,""Let the galled jade wince";"our withers are unwrung."",""Their perfume lost, Take these again, for to the noble mind Rich gifts wax poor when givers prove unkind.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.292745414300794,329,""This is one Lucianus, nephew to the king."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.366403713195778,330,""I could interpret between you and your love,if I could see the puppets dallying."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.259075333320833,331,""It would cost you a groaning to take off mineedge."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.359211010139757,332,""So you mis-take your husbands.-Begin,murderer."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.327223909897326,333,""Pox, leave thy damnable faces andbegin."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.317754008935172,334,""Come, the croaking raven doth bellow forrevenge."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.394193213288208,335,""He poisons him i' th' garden for his estate."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.262444839884061,336,""The story is extant and written invery choice Italian."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.301275747845295,337,""You shall see anon how themurderer gets the love of Gonzago's wife."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.376699118978476,338,""What, frighted with false fire?"",""My lord, I do not know, But truly I do fear it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.313787417434527,339,""Why, let the strucken deer go weep, The hart ungallèd play."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.394130630200797,340,""For some must watch, while some must sleep: Thus runs the world away."",""I shall the effect of this good lesson keep As watchman to my heart.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.358529903431394,341,""Would not this, sir, and a forest of feathers (if therest of my fortunes turn Turk with me) with twoProvincial roses on my razed shoes, get me afellowship in a cry of players?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.354004010121624,342,""For thou dost know, O Damon dear, This realm dismantled was Of Jove himself, and now reigns here A very very-pajock."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.405531974168175,343,""O good Horatio, I'll take the ghost's word fora thousand pound."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.258837653627726,344,""Upon the talk of the poisoning?"",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.347870530437732,345,""For if the King like not the comedy, Why, then, belike he likes it not, perdy."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.356562190781362,346,""Ay, sir, what of him?"",""He hath, my lord, of late made many tenders Of his affection to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.365802636604448,347,""Your wisdom should show itself more richerto signify this to the doctor, for for me to put him tohis purgation would perhaps plunge him into morecholer."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.352266777309662,348,""Make you a wholesome answer."",""I think nothing, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.439634196029947,349,""But, sir, such answer as I can make, youshall command-or, rather, as you say, my mother.Therefore no more but to the matter."",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.354270236881959,350,""O wonderful son that can so 'stonish a mother!But is there no sequel at the heels of thismother's admiration?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.479456739439157,351,""We shall obey, were she ten times our mother.Have you any further trade with us?"",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.279005290649467,352,""And do still, by these pickers and stealers."",""Their perfume lost, Take these again, for to the noble mind Rich gifts wax poor when givers prove unkind.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.301827997180206,353,""Ay, sir, but ""While the grass grows""-theproverb is something musty."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.321546344556302,354,""To withdrawwith you: why do you go about to recover the windof me, as if you would drive me into a toil?"",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.315505710702509,355,""I do not well understand that."",""I do not know, my lord, what I should think.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.237857103001851,356,""Will you playupon this pipe?"",""Belike this show imports the argument of theplay.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.372780768546142,357,""It is as easy as lying."",""I was the more deceived.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.360898010671337,358,""Govern these ventageswith your fingers and thumb, give it breath withyour mouth, and it will discourse most eloquentmusic."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.242302380026431,359,""Look you, these are the stops."",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.382270022191581,360,""Why, look you now, how unworthy a thingyou make of me!"",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.389975005772975,361,""You would play upon me, youwould seem to know my stops, you would pluckout the heart of my mystery, you would sound mefrom my lowest note to the top of my compass";"and there is much music, excellent voice, in thislittle organ, yet cannot you make it speak."",""You are as good as a chorus, my lord.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.324691672628066,362,""'Sblood,do you think I am easier to be played on than a pipe?Call me what instrument you will, though you canfret me, you cannot play upon me."",""You are as good as a chorus, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.289967338214861,363,""Do you see yonder cloud that's almost inshape of a camel?"",""O, woe is me T' have seen what I have seen, see what I see!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.292911042190989,364,""Methinks it is like a weasel."",""You are naught, you are naught.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.350196125991851,365,""Then I will come to my mother by and by.Aside."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.370508400085565,366,""They fool me to the top of my bent.-I willcome by and by."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.482656010099613,367,""'Tis now the very witching time of night, When churchyards yawn and hell itself breathes out Contagion to this world."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.275821810108638,368,""Now could I drink hot blood And do such bitter business as the day Would quake to look on."",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.339960700311809,369,""Soft, now to my mother."",""He hath, my lord, of late made many tenders Of his affection to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.395405067785656,370,""O heart, lose not thy nature";" let not ever The soul of Nero enter this firm bosom."",""My lord, he hath importuned me with love In honorable fashion-""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.329045798045268,371,""Let me be cruel, not unnatural."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.280757386944358,372,""I will speak daggers to her, but use none."",""'Tis in my memory locked, And you yourself shall keep the key of it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.404590194193213,373,""My tongue and soul in this be hypocrites: How in my words somever she be shent, To give them seals never, my soul, consent."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.222899368113067,374,""""By and by"" is easily said."",""My honored lord, you know right well you did, And with them words of so sweet breath composed As made the things more rich.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.358174798660565,375,""Now might I do it pat, now he is a-praying, And now I'll do 't."",""I pray you now receive them.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.437634306202967,376,""And so he goes to heaven, And so am I revenged."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.386621921899083,377,""That would be scanned: A villain kills my father, and for that, I, his sole son, do this same villain send To heaven."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.199020850106061,378,""Why, this is hire and salary, not revenge."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.493867512150982,379,""He took my father grossly, full of bread, With all his crimes broad blown, as flush as May";" And how his audit stands who knows save heaven."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.480478158215078,380,""But in our circumstance and course of thought 'Tis heavy with him."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.504200055244954,381,""And am I then revenged To take him in the purging of his soul, When he is fit and seasoned for his passage?"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.422695335994926,382,""Up sword, and know thou a more horrid hent."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.468965180915793,383,""When he is drunk asleep, or in his rage, Or in th' incestuous pleasure of his bed, At game, a-swearing, or about some act That has no relish of salvation in 't- Then trip him, that his heels may kick at heaven, And that his soul may be as damned and black As hell, whereto it goes."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.258331017243556,384,""This physic but prolongs thy sickly days."",""Nay, 'tis twice two months, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.357457824262423,385,""Now, mother, what's the matter?"",""I think nothing, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.348914266929506,386,""Mother, you have my father much offended."",""You are merry, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.369685567158176,387,""Go, go, you question with a wicked tongue."",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.252091802568063,388,""No, by the rood, not so."",""Indeed, my lord, you made me believe so.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.365651272283123,389,""You are the Queen, your husband's brother's wife, And (would it were not so) you are my mother."",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.486760159714366,390,""Come, come, and sit you down";" you shall not budge."",""I shall obey, my lord.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.38828231481771,391,""You go not till I set you up a glass Where you may see the inmost part of you."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.314195918133874,392,""Dead for a ducat, dead."",""You are naught, you are naught.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.467672599163979,393,""A bloody deed-almost as bad, good mother, As kill a king and marry with his brother."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.401595610910455,394,""Ay, lady, it was my word."",""O, my lord, my lord, I have been so affrighted!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.494990658042449,395,""Thou wretched, rash, intruding fool, farewell."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.494498187152508,396,""I took thee for thy better."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.314080707803995,397,""Thou find'st to be too busy is some danger."",""My lord, I do not know, But truly I do fear it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.356273171323693,398,""Leave wringing of your hands."",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.445746376591245,399,""Peace, sit you down, And let me wring your heart";" for so I shall If it be made of penetrable stuff, If damnèd custom have not brazed it so That it be proof and bulwark against sense."",""I shall obey, my lord.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.588953227778022,400,""Such an act That blurs the grace and blush of modesty, Calls virtue hypocrite, takes off the rose From the fair forehead of an innocent love And sets a blister there, makes marriage vows As false as dicers' oaths-O, such a deed As from the body of contraction plucks The very soul, and sweet religion makes A rhapsody of words!"",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.394697671735232,401,""Heaven's face does glow O'er this solidity and compound mass With heated visage, as against the doom, Is thought-sick at the act."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.323928563669884,402,""Look here upon this picture and on this, The counterfeit presentment of two brothers."",""Their perfume lost, Take these again, for to the noble mind Rich gifts wax poor when givers prove unkind.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.408124319343099,403,""See what a grace was seated on this brow, Hyperion's curls, the front of Jove himself, An eye like Mars' to threaten and command, A station like the herald Mercury New-lighted on a heaven-kissing hill, A combination and a form indeed Where every god did seem to set his seal To give the world assurance of a man."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.330167042496751,404,""Look you now what follows."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.353454399345378,405,""Here is your husband, like a mildewed ear Blasting his wholesome brother."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.254864860320281,406,""Could you on this fair mountain leave to feed And batten on this moor?"",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.412276125311578,407,""You cannot call it love, for at your age The heyday in the blood is tame, it's humble And waits upon the judgment";" and what judgment Would step from this to this?"",""My lord, he hath importuned me with love In honorable fashion-""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.318467313950206,408,""Sense sure you have, Else could you not have motion"; but sure that sense Is apoplexed;" for madness would not err, Nor sense to ecstasy was ne'er so thralled, But it reserved some quantity of choice To serve in such a difference."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;
"#Ophelia_Ham,""#Hamlet_Ham"",0.426047673910638,409,""What devil was 't That thus hath cozened you at hoodman-blind?"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
